Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,NetRtg,ORtg,DRtg,Player-additional
557,Robert Williams,C,26,POR,6,0,119,7.1,10.8,0.654,0,0,,7.1,10.8,0.654,2.9,3.7,0.778,4.6,11.2,15.8,2.1,2.9,2.9,2.9,7.1,17,13,122,109,williro04
558,Vince Williams Jr.,SG,23,MEM,52,33,1436,5.8,12.9,0.446,2.7,7.1,0.378,3.1,5.8,0.529,3.5,4.4,0.8,2,7.9,9.9,6,1.6,1.2,3.1,4.6,17.7,0,114,114,willivi01
559,Ziaire Williams,SF,22,MEM,51,15,1038,7.1,17.8,0.397,2.7,8.9,0.307,4.3,8.9,0.487,2.9,3.5,0.827,1.6,6.8,8.5,3.5,1.7,0.4,3.1,4,19.8,-17,98,115,willizi02
560,Zion Williamson,PF,23,NOP,70,70,2207,13.9,24.3,0.57,0.1,0.4,0.333,13.7,23.9,0.574,7.7,11,0.702,2.7,6.3,9,7.8,1.7,1,4.3,3.5,35.6,6,119,113,willizi01
561,D.J. Wilson,PF,27,PHI,2,0,15,13.1,19.7,0.667,6.6,6.6,1,6.6,13.1,0.5,0,0,,3.3,3.3,6.6,6.6,0,6.6,0,3.3,32.8,59,173,114,wilsodj01
562,Jalen Wilson,PF,23,BRK,43,3,664,5.7,13.4,0.425,1.8,5.5,0.324,3.9,7.8,0.495,2.8,3.4,0.826,3.5,6.3,9.8,3.4,0.8,0.3,1.4,3.6,16,-1,118,119,wilsoja03
563,Dylan Windler,SF,27,TOT,17,0,108,6.7,13.3,0.5,5.8,12,0.481,0.9,1.3,0.667,0,0,,1.3,5.8,7.1,4.4,0.9,0,0.9,2.7,19.1,22,143,121,windldy01
563,Dylan Windler,SF,27,NYK,3,0,7,7.2,14.4,0.5,7.2,14.4,0.5,0,0,,0,0,,0,7.2,7.2,7.2,0,0,0,7.2,21.6,50,168,118,windldy01
563,Dylan Windler,SF,27,LAL,8,0,28,6.8,15.3,0.444,6.8,13.6,0.5,0,1.7,0,0,0,,0,5.1,5.1,10.2,0,0,0,3.4,20.4,30,151,121,windldy01
563,Dylan Windler,SF,27,ATL,6,0,73,6.6,12.5,0.526,5.3,11.2,0.471,1.3,1.3,1,0,0,,2,5.9,7.9,2,1.3,0,1.3,2,18.4,16,137,121,windldy01
564,James Wiseman,C,22,DET,63,6,1091,8.2,13.4,0.613,0,0.1,0,8.2,13.4,0.617,3.2,4.5,0.706,4.9,10,14.8,2.4,0.5,1.7,2.9,6.2,19.7,1,119,118,wisemja01
565,Isaiah Wong,SG,23,IND,1,0,4,11.8,35.4,0.333,0,11.8,0,11.8,23.6,0.5,0,0,,0,0,0,0,0,0,0,0,23.6,-57,70,127,wongis01
566,Christian Wood,PF,28,LAL,50,1,872,6.7,14.4,0.466,1.9,6.2,0.307,4.8,8.2,0.587,3.6,5.1,0.702,2.1,11.7,13.9,2.7,0.9,1.8,2.7,3.9,18.9,-6,107,113,woodch01
567,Delon Wright,PG,31,TOT,47,1,742,4.8,12.1,0.394,1.6,4.4,0.368,3.2,7.7,0.408,2.4,2.9,0.822,1.2,4.3,5.6,7.7,3.5,0.7,0.9,2.1,13.6,6,120,114,wrighde01
567,Delon Wright,PG,31,WAS,33,0,456,4.9,12.5,0.393,1.4,3.9,0.368,3.5,8.6,0.405,2.5,3,0.828,1.3,4.7,6.1,8.4,3.6,0.8,1.1,2.3,13.7,2,118,116,wrighde01
567,Delon Wright,PG,31,MIA,14,1,286,4.5,11.5,0.394,1.9,5.2,0.367,2.6,6.3,0.417,2.3,2.8,0.813,1,3.7,4.7,6.5,3.3,0.5,0.5,1.7,13.3,13,124,111,wrighde01
568,Thaddeus Young,PF,35,TOT,33,6,439,7.2,11.9,0.602,0.1,0.8,0.143,7.1,11.1,0.634,0.7,1.7,0.4,5.1,6.3,11.4,6.3,2.5,0.6,1.7,5.4,15.1,14,130,116,youngth01
568,Thaddeus Young,PF,35,TOR,23,6,350,7.5,12,0.621,0.1,0.8,0.167,7.3,11.2,0.654,0.7,1.7,0.417,4,6.3,10.3,6.9,2.5,0.4,1.5,5.2,15.7,15,132,117,youngth01
568,Thaddeus Young,PF,35,PHO,10,0,89,6,11.5,0.524,0,0.5,0,6,11,0.55,0.5,1.6,0.333,9.3,6,15.4,3.8,2.7,1.1,2.2,6,12.6,11,123,112,youngth01
569,Trae Young,PG,25,ATL,54,54,1942,10.7,24.9,0.43,4.3,11.6,0.373,6.4,13.3,0.479,8.6,10.1,0.855,0.6,3.1,3.7,14.4,1.8,0.3,5.8,2.7,34.3,-5,117,122,youngtr01
570,Omer Yurtseven,C,25,UTA,48,12,545,8.8,16.3,0.538,0.4,2.1,0.208,8.3,14.2,0.588,1.7,2.5,0.679,6.4,12,18.4,2.6,0.7,1.6,3.3,4.6,19.7,-6,112,118,yurtsom01
571,Cody Zeller,C,31,NOP,43,0,320,4,9.5,0.419,0.2,0.5,0.333,3.8,9,0.424,3.5,5.8,0.605,7.4,9.8,17.2,6,1.4,0.8,2.5,6.9,11.6,7,119,112,zelleco01
572,Ivica Zubac,C,26,LAC,68,68,1794,9.3,14.3,0.649,0,0,,9.3,14.3,0.649,3.3,4.6,0.723,5.4,11.8,17.2,2.6,0.6,2.3,2.2,5,21.9,19,132,113,zubaciv01
